Timestamp,User_ID,IP_Address,Activity_Type,Resource_Accessed,File_Name,Action,Login_Attempts,File_Size,Anomaly_Type,Label
12:02.0,5866,10.97.1.104,File_Deletion,/shared/documents/report1.pdf,report1.pdf,Write,,4.48,None,Normal
07:35.7,6278,172.29.42.211,File_Deletion,/shared/documents/data.csv,data.csv,Failed,,15.59,USB_Access,Suspicious
01:36.7,4245,192.168.247.249,Remote_Login,/confidential/new_project.docx,,Read,8,,None,Normal
21:36.8,6005,10.59.63.141,USB_Insert,/network/logs/secrets.txt,,Write,,,None,Normal
02:53.3,9371,10.141.233.115,Login,/server/secrets.txt,,Read,6,,None,Normal
36:10.6,4487,192.168.200.145,USB_Insert,/backup/new_project.docx,,Write,,,None,Normal
57:44.0,1037,10.198.116.172,Login,/backup/data.csv,,Inserted,2,,None,Normal
19:42.7,9428,192.168.209.123,File_Access,/project/report1.pdf,report1.pdf,Failed,,8.45,None,Normal
17:54.5,1409,10.237.229.133,File_Access,/backup/report1.pdf,report1.pdf,Failed,,40.13,None,Normal
16:13.6,4127,172.21.43.57,Network_Traffic,/shared/documents/new_project.docx,,Success,,,None,Normal
57:24.7,2990,10.139.241.45,USB_Insert,/backup/document2.docx,,Write,,,None,Normal
20:11.4,7930,172.22.222.18,File_Modification,/network/logs/new_project.docx,new_project.docx,Success,,31.72,None,Normal
43:45.3,4816,172.16.251.3,Network_Traffic,/shared/documents/report1.pdf,,Read,,,None,Normal
09:56.5,2765,192.168.67.67,Network_Traffic,/network/logs/secrets.txt,,N/A,,,Data_Exfil,Suspicious
45:08.2,7788,192.168.87.146,File_Deletion,/confidential/data.csv,data.csv,Read,,17.45,None,Normal
56:32.4,6249,192.168.172.211,Remote_Login,/project/new_project.docx,,N/A,5,,None,Normal
37:03.2,8048,172.16.217.201,Network_Traffic,/shared/documents/new_project.docx,,Delete,,,DDoS_Attempt,Suspicious
20:16.6,5502,172.21.31.64,Network_Traffic,/shared/documents/new_project.docx,,Read,,,None,Normal
29:26.7,5051,192.168.55.89,Login,/project/secrets.txt,,Delete,8,,None,Normal
25:38.9,8057,10.174.64.130,File_Access,/backup/document2.docx,document2.docx,Success,,14.23,None,Normal
57:38.0,6760,192.168.202.198,File_Access,/project/report2.pdf,report2.pdf,N/A,,19.94,None,Normal
23:00.6,2711,192.168.150.142,Login,/server/data.csv,,Success,8,,None,Normal
09:38.5,8292,192.168.205.137,Login,/project/new_project.docx,,Delete,10,,None,Normal
37:24.1,8570,10.118.185.204,File_Access,/project/document2.docx,document2.docx,Read,,21.08,Data_Exfil,Suspicious
33:39.3,1987,192.168.49.153,Login,/shared/documents/report2.pdf,,Success,5,,None,Normal
18:40.5,4869,10.83.19.195,File_Modification,/backup/data.csv,data.csv,Failed,,0.19,None,Normal
26:21.6,5785,192.168.102.170,Remote_Login,/backup/data.csv,,N/A,5,,None,Normal
58:48.5,7508,172.19.47.222,Login,/server/new_project.docx,,Success,7,,USB_Access,Suspicious
13:43.5,1600,10.250.234.46,File_Deletion,/server/document2.docx,document2.docx,Inserted,,8.45,None,Normal
13:19.2,3191,172.21.112.162,USB_Insert,/project/new_project.docx,,Success,,,None,Normal
54:37.6,8136,10.204.58.36,Login,/confidential/secrets.txt,,Failed,6,,None,Normal
34:17.1,5098,192.168.86.160,Remote_Login,/network/logs/report1.pdf,,Failed,10,,None,Normal
41:37.4,3703,192.168.17.110,USB_Insert,/project/report2.pdf,,Write,,,None,Normal
22:05.0,7444,10.15.28.83,Remote_Login,/network/logs/data.csv,,Failed,9,,Brute_Force,Suspicious
44:49.5,2926,10.13.138.112,USB_Insert,/shared/documents/report2.pdf,,N/A,,,None,Normal
42:10.5,8814,192.168.49.81,Remote_Login,/confidential/secrets.txt,,Delete,5,,None,Normal
14:21.5,8251,192.168.86.209,USB_Insert,/project/new_project.docx,,Read,,,None,Normal
46:40.3,6396,172.28.13.110,Remote_Login,/shared/documents/new_project.docx,,Inserted,7,,None,Normal
13:13.6,5881,192.168.64.145,Login,/project/new_project.docx,,Success,6,,None,Normal
44:04.9,4402,172.30.33.253,Network_Traffic,/server/report1.pdf,,Delete,,,None,Normal
26:56.5,4066,172.21.146.9,File_Access,/server/new_project.docx,new_project.docx,Delete,,12.89,None,Normal
38:04.1,7664,10.137.194.126,Network_Traffic,/backup/new_project.docx,,N/A,,,None,Normal
09:47.8,1862,10.156.193.99,File_Access,/backup/report2.pdf,report2.pdf,Success,,12.24,None,Normal
01:48.1,8434,10.152.67.14,File_Deletion,/shared/documents/new_project.docx,new_project.docx,Inserted,,34.54,None,Normal
33:41.2,9247,10.70.205.226,Remote_Login,/server/data.csv,,Delete,2,,None,Normal
09:58.5,2996,192.168.26.32,Login,/shared/documents/report1.pdf,,N/A,7,,None,Normal
01:09.2,8754,192.168.221.49,USB_Insert,/project/document2.docx,,N/A,,,None,Normal
46:17.3,1440,192.168.181.134,Login,/server/report2.pdf,,N/A,9,,Brute_Force,Suspicious
56:39.8,6712,172.22.220.247,USB_Insert,/confidential/report2.pdf,,Success,,,None,Normal
36:04.3,7132,172.28.234.252,Login,/server/data.csv,,Read,10,,None,Normal
35:46.8,3085,172.17.50.103,Network_Traffic,/server/new_project.docx,,Delete,,,None,Normal
02:25.9,5474,192.168.50.120,File_Access,/shared/documents/new_project.docx,new_project.docx,Delete,,34.28,None,Normal
50:10.6,2844,10.12.254.217,Network_Traffic,/confidential/report1.pdf,,Success,,,None,Normal
21:52.1,1964,192.168.152.52,File_Modification,/network/logs/document2.docx,document2.docx,Success,,27.03,None,Normal
01:51.0,3765,172.17.46.177,File_Access,/network/logs/secrets.txt,secrets.txt,Inserted,,38.93,Data_Exfil,Suspicious
24:30.6,5570,10.82.28.249,Network_Traffic,/backup/report1.pdf,,Success,,,None,Normal
42:16.8,1228,10.100.214.229,File_Modification,/shared/documents/secrets.txt,secrets.txt,Write,,19.51,None,Normal
39:26.9,7452,172.20.213.167,Network_Traffic,/confidential/new_project.docx,,Read,,,None,Normal
53:23.5,5918,172.19.50.213,Login,/shared/documents/data.csv,,Success,4,,None,Normal
53:19.3,7677,192.168.34.49,Remote_Login,/server/data.csv,,Failed,3,,None,Normal
41:12.4,1847,192.168.188.66,Login,/network/logs/data.csv,,Read,4,,None,Normal
09:05.2,3557,172.27.117.71,USB_Insert,/confidential/report2.pdf,,Failed,,,None,Normal
55:14.7,1110,192.168.17.220,USB_Insert,/server/report1.pdf,,Delete,,,None,Normal
14:43.4,5694,172.26.169.224,File_Modification,/shared/documents/document2.docx,document2.docx,Success,,34.69,None,Normal
25:27.6,7870,10.188.173.156,Network_Traffic,/backup/document2.docx,,Inserted,,,None,Normal
34:16.6,7041,172.29.251.56,Login,/project/document2.docx,,Read,10,,None,Normal
34:25.9,5158,172.28.160.15,File_Access,/shared/documents/data.csv,data.csv,Failed,,38.33,None,Normal
00:01.1,7715,172.24.54.210,File_Modification,/backup/report1.pdf,report1.pdf,N/A,,37.33,DDoS_Attempt,Suspicious
09:13.5,2803,192.168.147.15,File_Deletion,/confidential/new_project.docx,new_project.docx,Read,,44.6,None,Normal
48:23.7,4365,192.168.48.127,USB_Insert,/shared/documents/report2.pdf,,Write,,,None,Normal
47:30.0,1636,172.29.252.161,File_Access,/project/new_project.docx,new_project.docx,Success,,39.39,None,Normal
14:11.8,8684,10.179.94.228,Remote_Login,/project/new_project.docx,,Inserted,4,,None,Normal
20:16.3,1287,192.168.222.227,File_Modification,/backup/document2.docx,document2.docx,Write,,5.51,None,Normal
37:27.6,4536,192.168.236.100,Remote_Login,/backup/report1.pdf,,Failed,9,,None,Normal
36:25.5,2308,192.168.27.154,USB_Insert,/project/report1.pdf,,Write,,,None,Normal
11:32.9,8921,10.106.37.189,Login,/backup/document2.docx,,Read,6,,None,Normal
55:03.4,5229,10.102.53.234,Remote_Login,/confidential/secrets.txt,,Inserted,8,,None,Normal
48:15.4,5718,172.26.141.39,File_Modification,/backup/report1.pdf,report1.pdf,Success,,4.27,Data_Exfil,Suspicious
28:24.5,2792,172.31.195.243,File_Access,/backup/secrets.txt,secrets.txt,Failed,,49.56,None,Normal
15:49.2,8433,10.227.54.242,Network_Traffic,/shared/documents/data.csv,,Inserted,,,None,Normal
55:12.1,3084,10.26.10.223,File_Modification,/project/report2.pdf,report2.pdf,Delete,,38.74,None,Normal
04:57.0,4537,172.18.111.3,USB_Insert,/shared/documents/data.csv,,Read,,,None,Normal
55:06.4,3763,10.84.111.135,Remote_Login,/project/report2.pdf,,Inserted,5,,None,Normal
35:51.4,5254,10.136.231.74,Network_Traffic,/backup/document2.docx,,Failed,,,None,Normal
39:13.9,8681,192.168.141.31,Login,/network/logs/report1.pdf,,N/A,5,,None,Normal
22:24.9,7329,10.39.51.114,File_Deletion,/network/logs/data.csv,data.csv,Success,,35.57,None,Normal
39:54.2,1492,172.18.108.151,File_Access,/backup/report2.pdf,report2.pdf,Write,,24.12,None,Normal
16:51.7,5013,10.49.159.11,USB_Insert,/project/new_project.docx,,Success,,,None,Normal
48:33.9,3473,172.30.193.62,Remote_Login,/server/new_project.docx,,Success,3,,None,Normal
22:14.2,2716,172.21.105.28,File_Access,/confidential/secrets.txt,secrets.txt,Delete,,27.11,None,Normal
22:33.7,9187,192.168.131.179,File_Deletion,/project/document2.docx,document2.docx,Write,,8.26,DDoS_Attempt,Suspicious
21:55.7,8269,192.168.9.156,Network_Traffic,/network/logs/secrets.txt,,N/A,,,None,Normal
42:28.8,3577,172.30.81.227,Network_Traffic,/network/logs/report2.pdf,,Failed,,,None,Normal
52:11.6,4539,10.129.26.54,USB_Insert,/project/new_project.docx,,N/A,,,None,Normal
13:22.6,7205,10.130.154.81,Network_Traffic,/shared/documents/document2.docx,,Failed,,,None,Normal
59:58.7,2544,192.168.127.43,Login,/network/logs/report2.pdf,,Success,4,,None,Normal
57:22.4,5751,10.34.9.223,Network_Traffic,/shared/documents/data.csv,,Write,,,None,Normal
33:22.6,9540,10.97.23.51,Network_Traffic,/confidential/report2.pdf,,Write,,,None,Normal
27:50.3,3570,172.19.188.154,File_Access,/backup/document2.docx,document2.docx,Delete,,11.11,Brute_Force,Suspicious
06:53.9,8333,172.26.156.138,USB_Insert,/server/report1.pdf,,Delete,,,None,Normal
56:44.9,1831,192.168.10.191,File_Deletion,/backup/new_project.docx,new_project.docx,Write,,38.42,None,Normal
41:23.7,7740,10.191.17.184,Login,/project/data.csv,,Read,8,,None,Normal
12:04.0,5928,172.20.74.179,Login,/backup/report1.pdf,,Write,10,,Data_Exfil,Suspicious
00:53.4,3184,172.26.5.138,File_Access,/network/logs/new_project.docx,new_project.docx,Inserted,,0.87,None,Normal
45:52.4,6325,172.26.10.109,Network_Traffic,/backup/document2.docx,,Write,,,None,Normal
14:01.6,3708,10.31.76.211,USB_Insert,/confidential/new_project.docx,,Delete,,,None,Normal
45:28.1,6568,172.16.145.57,File_Deletion,/network/logs/data.csv,data.csv,N/A,,14.58,DDoS_Attempt,Suspicious
58:15.2,5103,10.67.48.87,File_Deletion,/network/logs/report1.pdf,report1.pdf,Delete,,29.81,None,Normal
57:34.8,2916,192.168.159.94,File_Modification,/confidential/data.csv,data.csv,Inserted,,2.77,Data_Exfil,Suspicious
55:19.8,3586,192.168.47.185,File_Access,/shared/documents/document2.docx,document2.docx,Inserted,,5.48,None,Normal
05:23.4,2509,192.168.35.157,Login,/backup/new_project.docx,,Inserted,4,,None,Normal
07:57.4,4030,10.72.216.230,File_Modification,/project/report2.pdf,report2.pdf,Delete,,16.21,None,Normal
30:30.7,5891,172.29.222.147,Network_Traffic,/backup/new_project.docx,,Read,,,None,Normal
59:56.8,5306,10.174.77.144,Remote_Login,/backup/document2.docx,,Write,9,,None,Normal
39:44.2,2619,192.168.47.154,File_Deletion,/backup/new_project.docx,new_project.docx,Read,,1.31,None,Normal
28:20.2,1565,172.18.251.149,File_Access,/shared/documents/new_project.docx,new_project.docx,Delete,,26.56,None,Normal
32:25.8,3855,172.23.95.85,File_Deletion,/project/report1.pdf,report1.pdf,Success,,34.69,None,Normal
27:15.3,7151,172.18.229.4,Remote_Login,/backup/report1.pdf,,Delete,6,,None,Normal
44:33.6,1333,10.50.141.10,File_Deletion,/backup/document2.docx,document2.docx,Failed,,10.48,None,Normal
31:20.6,8529,10.215.193.12,File_Access,/backup/secrets.txt,secrets.txt,Write,,16.95,None,Normal
29:17.8,1233,192.168.86.61,Network_Traffic,/confidential/report2.pdf,,N/A,,,None,Normal
05:24.7,5301,192.168.252.14,File_Access,/server/report1.pdf,report1.pdf,Delete,,36.65,None,Normal
38:37.8,6691,172.22.20.131,File_Deletion,/shared/documents/new_project.docx,new_project.docx,Write,,36.32,None,Normal
23:31.4,2002,10.83.80.205,Remote_Login,/project/data.csv,,Write,3,,None,Normal
27:18.5,7827,192.168.132.125,Remote_Login,/server/new_project.docx,,Delete,9,,None,Normal
45:00.1,2043,172.17.232.42,File_Modification,/backup/secrets.txt,secrets.txt,Read,,32.71,Data_Exfil,Suspicious
16:19.0,2521,192.168.180.175,Remote_Login,/backup/secrets.txt,,N/A,2,,None,Normal
10:23.4,7165,192.168.96.216,USB_Insert,/confidential/report1.pdf,,Inserted,,,None,Normal
43:15.2,7310,172.29.159.17,File_Deletion,/project/data.csv,data.csv,Inserted,,22.35,None,Normal
57:27.7,5410,10.38.106.219,Login,/backup/document2.docx,,Delete,5,,None,Normal
40:35.5,7355,192.168.154.57,File_Modification,/project/report1.pdf,report1.pdf,Read,,0.74,None,Normal
08:29.6,7789,10.166.93.108,File_Deletion,/backup/data.csv,data.csv,Failed,,47.28,None,Normal
38:18.3,1246,192.168.226.64,File_Access,/server/new_project.docx,new_project.docx,Delete,,25.61,None,Normal
03:30.7,5062,172.17.195.77,File_Access,/shared/documents/data.csv,data.csv,Write,,39.51,None,Normal
09:45.5,9564,172.17.151.9,USB_Insert,/backup/data.csv,,N/A,,,None,Normal
22:30.0,1068,10.82.102.74,File_Access,/confidential/new_project.docx,new_project.docx,N/A,,19.57,Data_Exfil,Suspicious
10:23.3,2175,10.247.196.170,Network_Traffic,/shared/documents/data.csv,,Failed,,,None,Normal
27:51.9,4663,10.136.13.165,File_Modification,/backup/report2.pdf,report2.pdf,Inserted,,23.46,None,Normal
50:24.6,2322,192.168.90.10,Remote_Login,/shared/documents/data.csv,,Read,6,,None,Normal
11:23.3,7328,172.29.42.11,USB_Insert,/server/secrets.txt,,N/A,,,None,Normal
07:19.0,4837,172.25.144.226,Login,/network/logs/document2.docx,,N/A,1,,None,Normal
42:41.3,8021,192.168.165.105,File_Modification,/server/report1.pdf,report1.pdf,Read,,40.73,None,Normal
02:13.5,2618,172.24.204.195,File_Modification,/network/logs/report1.pdf,report1.pdf,Failed,,41.32,None,Normal
03:58.0,8416,10.16.120.35,File_Access,/shared/documents/report2.pdf,report2.pdf,Failed,,38.14,None,Normal
39:53.0,6623,172.26.106.98,Network_Traffic,/network/logs/data.csv,,Success,,,None,Normal
53:21.6,7221,192.168.52.52,File_Access,/server/report1.pdf,report1.pdf,Success,,1.27,None,Normal
55:09.2,6744,172.22.219.26,Network_Traffic,/shared/documents/document2.docx,,Failed,,,Data_Exfil,Suspicious
14:29.3,4531,192.168.170.157,File_Access,/server/report2.pdf,report2.pdf,Read,,1.93,None,Normal
48:47.9,9708,192.168.68.147,Network_Traffic,/project/data.csv,,Failed,,,None,Normal
19:23.3,3224,192.168.145.161,Remote_Login,/shared/documents/report2.pdf,,Success,4,,None,Normal
59:24.8,9152,172.19.107.140,File_Deletion,/shared/documents/report2.pdf,report2.pdf,Write,,46.6,None,Normal
59:51.5,8745,192.168.160.77,File_Access,/shared/documents/report2.pdf,report2.pdf,Write,,39.05,None,Normal
09:27.9,7290,172.16.123.145,File_Modification,/shared/documents/data.csv,data.csv,Delete,,42.54,None,Normal
11:24.2,3032,192.168.237.93,File_Modification,/backup/new_project.docx,new_project.docx,Write,,7.05,Data_Exfil,Suspicious
02:08.3,4848,192.168.211.68,File_Access,/shared/documents/report1.pdf,report1.pdf,Inserted,,12.39,None,Normal
53:52.9,4358,10.119.68.147,Network_Traffic,/backup/data.csv,,Failed,,,None,Normal
20:01.8,2978,192.168.27.197,File_Modification,/shared/documents/new_project.docx,new_project.docx,N/A,,4.44,None,Normal
50:48.3,1412,192.168.29.197,File_Access,/shared/documents/report1.pdf,report1.pdf,Delete,,39.85,None,Normal
35:37.3,8082,172.23.0.38,Network_Traffic,/backup/secrets.txt,,Write,,,None,Normal
32:20.3,8180,172.24.96.121,Network_Traffic,/network/logs/report1.pdf,,Success,,,None,Normal
13:22.9,7371,192.168.218.104,Network_Traffic,/backup/new_project.docx,,Failed,,,None,Normal
08:11.6,3338,10.65.67.157,File_Deletion,/backup/document2.docx,document2.docx,Failed,,33.9,None,Normal
53:11.2,4138,172.17.27.73,File_Modification,/confidential/secrets.txt,secrets.txt,Failed,,5.6,None,Normal
11:24.1,7279,172.28.81.7,Remote_Login,/shared/documents/data.csv,,Failed,1,,USB_Access,Suspicious
01:25.4,9273,192.168.139.0,File_Modification,/server/data.csv,data.csv,Success,,29.88,None,Normal
53:26.4,6611,10.137.204.161,USB_Insert,/project/new_project.docx,,Failed,,,None,Normal
49:35.9,3534,10.36.59.188,Remote_Login,/server/report2.pdf,,N/A,2,,None,Normal
58:23.2,7668,10.141.240.56,File_Deletion,/confidential/report2.pdf,report2.pdf,Inserted,,2.65,None,Normal
40:53.1,4588,172.18.96.253,Login,/backup/report1.pdf,,Success,4,,None,Normal
45:03.9,9411,192.168.137.175,File_Access,/server/report1.pdf,report1.pdf,Success,,30.21,None,Normal
11:04.7,5111,172.19.116.3,Network_Traffic,/project/document2.docx,,Read,,,USB_Access,Suspicious
16:52.5,6368,192.168.71.40,Network_Traffic,/backup/report2.pdf,,Failed,,,None,Normal
52:41.9,4401,172.21.175.4,File_Access,/backup/report1.pdf,report1.pdf,Write,,25.34,None,Normal
17:37.6,1656,192.168.191.67,Remote_Login,/shared/documents/new_project.docx,,Write,8,,None,Normal
30:45.4,4072,10.49.254.200,Login,/server/data.csv,,N/A,9,,None,Normal
19:17.5,5493,10.204.61.114,Login,/server/secrets.txt,,Success,8,,None,Normal
38:40.4,5312,192.168.200.175,File_Access,/project/data.csv,data.csv,Write,,24.95,USB_Access,Suspicious
13:19.4,1717,10.168.114.123,Network_Traffic,/network/logs/document2.docx,,Inserted,,,None,Normal
31:27.9,2921,172.18.172.28,File_Deletion,/project/report2.pdf,report2.pdf,Failed,,30.32,None,Normal
42:38.8,6678,10.155.158.219,Remote_Login,/shared/documents/data.csv,,Read,1,,None,Normal
12:32.3,7403,10.238.201.170,USB_Insert,/backup/document2.docx,,Success,,,Brute_Force,Suspicious
10:06.9,7993,172.28.59.140,Login,/backup/secrets.txt,,Inserted,4,,None,Normal
01:17.6,6387,192.168.36.50,File_Deletion,/network/logs/data.csv,data.csv,Inserted,,38.33,USB_Access,Suspicious
00:05.8,9347,10.10.86.170,File_Deletion,/shared/documents/document2.docx,document2.docx,Inserted,,40.88,Data_Exfil,Suspicious
23:49.6,8382,10.95.112.213,Network_Traffic,/server/document2.docx,,N/A,,,None,Normal
05:54.1,5821,192.168.109.160,Network_Traffic,/shared/documents/report1.pdf,,Failed,,,None,Normal
37:59.9,2899,172.19.169.113,File_Access,/confidential/data.csv,data.csv,Inserted,,19.55,None,Normal
50:12.2,1203,10.201.36.212,Remote_Login,/shared/documents/data.csv,,Delete,1,,None,Normal
30:15.5,5022,172.30.29.168,Login,/server/document2.docx,,Read,10,,None,Normal
29:32.6,9131,10.211.242.135,Remote_Login,/network/logs/secrets.txt,,Success,6,,None,Normal
08:31.8,4268,192.168.232.1,File_Access,/backup/secrets.txt,secrets.txt,Success,,29.27,None,Normal
53:41.2,7082,10.212.92.76,USB_Insert,/network/logs/document2.docx,,Write,,,None,Normal
40:12.1,8558,172.20.158.192,File_Access,/server/new_project.docx,new_project.docx,Delete,,43.82,None,Normal
25:03.8,3715,10.241.100.6,Login,/network/logs/report2.pdf,,Success,7,,None,Normal
10:34.5,3294,10.88.220.109,File_Access,/network/logs/secrets.txt,secrets.txt,Success,,5.62,Brute_Force,Suspicious
47:58.9,2153,10.56.107.175,Login,/shared/documents/new_project.docx,,Inserted,4,,Data_Exfil,Suspicious
32:39.6,7097,172.29.93.192,File_Access,/shared/documents/new_project.docx,new_project.docx,Write,,6.4,USB_Access,Suspicious
35:37.6,1797,172.28.70.60,Login,/project/secrets.txt,,Write,3,,Data_Exfil,Suspicious
19:02.7,4717,192.168.155.160,Remote_Login,/server/new_project.docx,,Write,2,,USB_Access,Suspicious
50:50.9,4141,172.22.109.54,File_Modification,/backup/secrets.txt,secrets.txt,Failed,,21.15,None,Normal
13:08.0,5397,10.154.236.27,Network_Traffic,/backup/secrets.txt,,Inserted,,,None,Normal
21:03.5,4526,172.26.38.27,File_Deletion,/project/data.csv,data.csv,Delete,,27.21,None,Normal
36:32.5,5630,172.31.65.137,File_Deletion,/server/report2.pdf,report2.pdf,Delete,,36.57,None,Normal
50:26.4,9393,172.28.37.70,File_Deletion,/project/secrets.txt,secrets.txt,Inserted,,16.26,None,Normal
27:33.9,9531,192.168.135.98,File_Access,/server/data.csv,data.csv,Success,,12.71,None,Normal
21:45.4,2501,10.37.158.130,USB_Insert,/server/report1.pdf,,Inserted,,,USB_Access,Suspicious
15:49.7,4520,192.168.211.2,File_Access,/project/document2.docx,document2.docx,Delete,,32.38,None,Normal
18:53.4,8863,172.24.252.249,Network_Traffic,/network/logs/data.csv,,Inserted,,,USB_Access,Suspicious
51:04.4,6768,10.185.214.241,File_Deletion,/shared/documents/document2.docx,document2.docx,Failed,,35.64,None,Normal
49:44.1,2422,172.20.214.198,Network_Traffic,/backup/document2.docx,,Failed,,,None,Normal
11:17.2,3716,10.114.43.121,Network_Traffic,/server/secrets.txt,,Write,,,USB_Access,Suspicious
15:45.1,5363,192.168.219.200,Login,/server/report2.pdf,,Inserted,4,,None,Normal
31:47.8,2034,192.168.42.244,Remote_Login,/confidential/secrets.txt,,Success,6,,DDoS_Attempt,Suspicious
11:22.2,8537,10.131.79.185,File_Modification,/server/report2.pdf,report2.pdf,Failed,,25.62,None,Normal
11:45.3,4097,172.19.17.53,USB_Insert,/server/report2.pdf,,N/A,,,None,Normal
04:07.0,4415,172.19.106.61,USB_Insert,/project/document2.docx,,N/A,,,None,Normal
40:03.9,6958,172.29.250.123,Remote_Login,/server/report1.pdf,,Failed,9,,None,Normal
22:16.5,4073,10.109.108.246,File_Access,/project/report2.pdf,report2.pdf,Delete,,38.73,Data_Exfil,Suspicious
39:46.5,6369,192.168.110.223,File_Modification,/confidential/document2.docx,document2.docx,Inserted,,15.15,None,Normal
01:22.8,2168,10.145.244.171,File_Modification,/shared/documents/secrets.txt,secrets.txt,Success,,1.19,None,Normal
09:57.0,3685,172.19.50.66,Network_Traffic,/backup/report1.pdf,,Inserted,,,None,Normal
04:41.8,5271,192.168.76.165,Remote_Login,/server/report2.pdf,,Read,3,,None,Normal
05:56.0,4043,172.20.242.224,Remote_Login,/confidential/report1.pdf,,Delete,5,,None,Normal
48:11.3,7240,172.24.236.63,File_Modification,/server/report1.pdf,report1.pdf,Failed,,14.83,None,Normal
48:18.5,7293,172.26.69.13,File_Modification,/shared/documents/document2.docx,document2.docx,Inserted,,5.21,None,Normal
05:43.7,1394,172.25.118.152,File_Access,/confidential/document2.docx,document2.docx,N/A,,40.98,None,Normal
24:30.1,6652,10.17.142.161,File_Modification,/network/logs/report1.pdf,report1.pdf,Read,,32.11,None,Normal
26:06.8,5395,172.30.109.117,Login,/shared/documents/report2.pdf,,Write,4,,Brute_Force,Suspicious
16:31.6,2464,172.24.30.96,USB_Insert,/confidential/secrets.txt,,N/A,,,None,Normal
38:42.2,6896,172.21.217.130,File_Modification,/confidential/report1.pdf,report1.pdf,Failed,,46.16,None,Normal
10:29.9,1624,192.168.10.248,File_Access,/confidential/new_project.docx,new_project.docx,Success,,5.48,Data_Exfil,Suspicious
46:07.0,4983,192.168.233.194,File_Deletion,/backup/report1.pdf,report1.pdf,N/A,,12.72,None,Normal
16:06.6,8647,172.22.119.44,Network_Traffic,/project/report2.pdf,,Delete,,,None,Normal
13:58.7,3654,192.168.170.82,Remote_Login,/project/report1.pdf,,Write,2,,None,Normal
34:54.6,4752,172.19.82.192,File_Deletion,/project/report2.pdf,report2.pdf,Write,,25.73,None,Normal
56:34.5,9249,172.23.191.181,Network_Traffic,/confidential/document2.docx,,Inserted,,,None,Normal
59:07.1,8999,10.108.67.223,USB_Insert,/confidential/new_project.docx,,N/A,,,None,Normal
22:42.2,1162,172.28.43.73,Network_Traffic,/project/report1.pdf,,Read,,,None,Normal
45:34.1,6363,10.228.96.79,File_Modification,/shared/documents/data.csv,data.csv,Success,,23.93,None,Normal
03:27.7,8844,10.37.115.76,USB_Insert,/shared/documents/report2.pdf,,Success,,,Brute_Force,Suspicious
18:50.8,9803,10.139.244.179,File_Access,/shared/documents/report1.pdf,report1.pdf,Delete,,25.83,None,Normal
32:50.7,8127,192.168.157.66,Remote_Login,/confidential/new_project.docx,,Success,2,,None,Normal
08:49.9,5644,192.168.90.250,Remote_Login,/shared/documents/new_project.docx,,Success,5,,None,Normal
54:32.2,7748,172.24.192.63,Network_Traffic,/network/logs/document2.docx,,Success,,,None,Normal
13:21.9,1464,172.18.241.250,Network_Traffic,/network/logs/report1.pdf,,Failed,,,None,Normal
29:45.5,9030,172.23.91.126,File_Deletion,/project/report2.pdf,report2.pdf,Failed,,37.04,None,Normal
20:19.2,2319,172.29.158.29,File_Deletion,/network/logs/document2.docx,document2.docx,N/A,,0.6,None,Normal
33:51.5,2532,10.29.183.69,USB_Insert,/confidential/data.csv,,Write,,,None,Normal
58:13.9,8705,192.168.172.222,USB_Insert,/backup/report1.pdf,,Failed,,,None,Normal
49:44.6,4652,172.27.58.2,Login,/shared/documents/data.csv,,N/A,4,,None,Normal
38:37.8,7073,172.23.253.105,USB_Insert,/confidential/data.csv,,Write,,,None,Normal
53:47.5,6243,192.168.26.63,Network_Traffic,/backup/new_project.docx,,Delete,,,None,Normal
14:50.1,7200,172.28.162.142,USB_Insert,/shared/documents/report2.pdf,,Inserted,,,DDoS_Attempt,Suspicious
35:47.3,5050,172.20.15.92,File_Modification,/backup/report2.pdf,report2.pdf,Delete,,6.82,None,Normal
33:30.8,3415,172.22.229.237,File_Access,/confidential/new_project.docx,new_project.docx,Read,,9.78,None,Normal
30:51.1,1113,192.168.111.40,File_Access,/shared/documents/report2.pdf,report2.pdf,Failed,,42.9,None,Normal
52:03.7,1773,172.22.70.33,Network_Traffic,/server/document2.docx,,Read,,,USB_Access,Suspicious
49:24.3,6090,10.153.184.165,File_Deletion,/confidential/secrets.txt,secrets.txt,Read,,0.95,None,Normal
54:27.5,8156,192.168.46.22,Network_Traffic,/confidential/secrets.txt,,Failed,,,None,Normal
38:35.1,4343,192.168.142.181,Remote_Login,/shared/documents/data.csv,,N/A,7,,Brute_Force,Suspicious
18:04.3,5715,10.79.23.51,Login,/project/secrets.txt,,Failed,5,,None,Normal
03:46.9,8369,192.168.89.160,Login,/project/data.csv,,Failed,7,,None,Normal
08:10.8,6061,192.168.14.221,USB_Insert,/shared/documents/report2.pdf,,Read,,,None,Normal
07:00.0,6662,192.168.237.159,Login,/confidential/report2.pdf,,Inserted,3,,None,Normal
55:33.7,1891,172.22.51.6,File_Modification,/server/data.csv,data.csv,Read,,8.69,None,Normal
39:25.8,3830,172.21.132.64,Network_Traffic,/server/report2.pdf,,Inserted,,,None,Normal
50:58.7,4956,172.28.208.114,Login,/backup/secrets.txt,,Read,7,,Data_Exfil,Suspicious
06:36.9,5868,192.168.30.29,File_Deletion,/backup/document2.docx,document2.docx,Write,,43.24,None,Normal
